BGGId,Rating,Username
124598,5.0,nvidia3dfx
124757,6.0,JasonSaastad
124757,5.0,Raldake
124757,4.0,SeanXor
124760,6.0,rod3556lhs
125400,7.0,pierfederico
125400,7.0,FRANCONY robin
125400,7.0,lacm
125400,7.0,Gareth00Simon
125400,6.0,sdiberar
125400,6.0,pascalh
125400,6.0,vindex
124761,6.0,boxoftricks_13
124761,5.0,PzVIE
124838,8.0,smacphee
124838,5.0,breakmanynecks
124838,4.0,eddy_sterckx
124856,6.0,Leonardo Innocenti
124918,6.0,TomVasel
124992,7.0,marioymia
124992,6.5,oldgoat3769967
124992,6.0,TomVasel
124992,3.0,deathrayoperator
125013,6.0,jancis
125013,6.0,pietlavens
125013,5.0,Monkey9485
125013,4.0,gonzo104
125013,3.0,oldgoat3769967
127258,6.5,dontylw
127258,6.0,TomVasel
127317,6.0,larryjrice
127317,6.0,PzVIE
127317,6.0,Hessu68
127317,5.5,jmdsplotter
127317,3.0,claudio212
128910,7.0,Hessu68
128910,6.5,Arkeo
128910,6.0,juuzzom
128910,6.0,oskari
128910,5.0,cuzzle
128910,5.0,burzykovski
128910,5.0,GrzeL
128910,3.0,fake
129013,8.0,cfarrell
129013,8.0,sdiberar
129013,8.0,Walt Mulder
129013,8.0,marcocim
129013,8.0,natx17
129013,7.0,natx17
129013,6.7,mnb20319
129013,6.0,PSIM2
129013,6.0,manjai
129272,5.0,Hessu68
129272,3.0,rseater
129326,6.0,Shakar
129326,6.0,FRANCONY robin
129326,6.0,rayzg
129326,5.0,pierfederico
129326,5.0,raynovich
129465,1.0,Boromir1983
128672,5.0,khronosTdG
127434,8.0,juuzzom
127434,7.0,oskari
127434,7.0,Andy Parsons
127434,6.5,Hessu68
127434,6.0,Boromir1983
127434,6.0,marioymia
127434,6.0,ddash
127572,8.0,p4warrior
127572,7.5,Walt Mulder
127572,6.0,zeker
127572,5.6,naarnold
127590,7.0,ottobre31
127590,4.5,dbarbaglia
128658,5.0,dancingdanslc
128001,7.0,Monkey9485
128001,7.0,fake
128001,7.0,kathuna
128001,4.5,Hessu68
128072,5.0,pyrytus
128072,5.0,traico7
128154,7.0,Osbad
128154,7.0,grimsmirk
128154,7.0,navhogan
128154,6.0,ankhx
128154,5.0,breakmanynecks
128180,4.0,oldgoat3769967
128419,6.0,Nap16
151981,6.0,Geeken
151981,5.0,akapastorguy
151981,5.0,TomVasel
151981,4.0,oldgoat3769967
151981,2.0,Jofarin
24042,4.0,vindex
173755,7.0,Poor Yorick
173755,6.0,crimescene
173755,5.0,rseater
173931,8.0,Lawrence Hung
173931,7.4,Walt Mulder
173931,6.5,gohrns
173931,6.0,marcocim
173931,5.55,Geeken
173931,4.0,Arkobla Conn
173931,4.0,Tormenta
173931,2.0,Poppyfields
174046,7.1,grimsmirk
174046,7.0,stickbomb
174046,7.0,DasBilligeAlien
174046,6.0,Soviet Hybrid
174046,5.0,breakmanynecks
174218,6.0,Poor Yorick
174491,5.0,Lawster
174491,4.0,larryjrice
174529,7.0,lroces1969
174529,6.5,Walt Mulder
173240,7.0,saba2
173240,5.75,jmdsplotter
173240,4.0,ddash
172729,7.0,crimescene
172729,3.2,naarnold
172885,7.0,Scholle76
172885,7.0,gimli043
172885,7.0,juuzzom
172885,7.0,punkin312
172885,6.0,Hessu68
172885,5.0,DeviantMagick
172940,5.0,OGRussHood
172940,4.2,naarnold
172980,6.0,TomVasel
172980,6.0,oldgoat3769967
172980,5.0,Yacoff
172980,5.0,cuzzle
172980,3.0,william4192
173057,1.2,Geeken
173121,6.6,roptro
173121,5.0,EscaperoomAlkmaar
173259,8.25,Michael_Olsen
173292,8.0,DeviantMagick
173292,4.0,william4192
173372,7.0,oldgoat3769967
173372,3.0,rseater
173374,10.0,nanobastaddo
173374,9.8,Condompete
173374,8.0,Julio_Alberto
173374,7.5,Walt Mulder
173374,6.0,SeanXor
173374,6.0,Abiteacher
173374,4.0,rseater
174943,7.0,kathuna
174943,5.0,marhew
174943,5.0,wellevorkanagawa
174943,4.0,Rollon_Stonecrusher
175924,6.0,oldgoat3769967
176011,6.0,ddash
176011,5.0,rotilio
176400,6.0,Geeken
176400,4.0,cbazler
176466,7.5,HilkMAN
176466,7.0,coralsaw
176466,6.0,jmdsplotter
176478,8.0,phersu
176478,7.6,Walt Mulder
176478,7.0,Lawrence Hung
176523,4.0,Geeken
176557,7.0,punkin312
176557,5.5,Rollon_Stonecrusher
176557,5.25,jmdsplotter
176557,5.0,TomVasel
176557,5.0,Yacoff
176557,5.0,oldgoat3769967
175879,8.0,mroozz
175879,7.5,theorycraftist
175879,4.0,fibobs
175879,3.0,Geeken
175879,3.0,GabrielleReads
175879,1.5,Firedrake
176633,5.0,Shakar
176633,5.0,rayzg
176634,9.0,Shkar
176642,8.0,Thesp
176642,6.25,jmdsplotter
176642,6.0,saba2
176642,6.0,larryjrice
176642,6.0,punkin312
176642,6.0,Lawster
176642,5.62,fnord23
176663,5.0,Yacoff
176663,4.0,Walsfeo
176663,3.0,Geeken
176826,8.0,cradleofmilk
176826,8.0,Mark1130
176826,7.6,Walt Mulder
176826,7.0,Rodge
175923,2.0,TomVasel
175923,2.0,oldgoat3769967
175086,6.66,Geeken
175086,6.0,Inconmon
175230,9.8,Condompete
175230,7.0,marcocim
175230,6.0,Lawrence Hung
175230,6.0,Rikmaster
175313,4.0,cactusse
175689,8.0,p4warrior
175689,7.8,Walt Mulder
175689,7.77,Geeken
175689,7.0,smacphee
175689,7.0,leffe dubbel
175689,7.0,rseater
175689,5.0,Yacoff
175689,5.0,carpa1981
175689,3.0,airjudden
175824,4.0,OGRussHood
175845,8.0,sdiberar
175845,6.0,jmdsplotter
175845,6.0,etherton
175845,6.0,thejadeape
172707,6.5,Janon
169918,7.0,kathuna
169918,6.0,Camponotus
169918,6.0,Hessu68
169926,9.0,smacphee
169926,7.0,PaulLiddle
169926,7.0,RAVENBURG
169926,5.0,breakmanynecks
169988,6.0,rseater
169988,6.0,TomVasel
170190,7.0,Nap16
170190,6.0,magicmarshall
170190,5.0,Geeken
170298,7.0,carpa1981
170298,6.0,breakmanynecks
170390,8.0,PSIM2
170390,6.5,Walt Mulder
170583,6.0,rseater
170583,4.0,JasonSaastad
170583,3.0,Geeken
170609,6.0,RyanThibault
170676,7.0,oceanodeuegos
169782,6.0,TomVasel
169782,5.0,Yacoff
169782,4.0,Hessu68
168834,4.0,fibobs
168900,8.175,rjgomes
168900,7.0,jogosdomundo
168900,6.0,calhorda
169328,2.0,lushchords
169720,10.0,LOEF
169720,9.0,nsevaux
169720,8.0,pierfederico
169720,8.0,lacm
169720,8.0,masama
169720,7.0,Lawrence Hung
169720,7.0,lroces1969
169720,7.0,sdiberar
169720,7.0,Andy Parsons
169720,6.5,Rikmaster
169720,6.0,FRANCONY robin
169720,6.0,gallid
169720,3.0,blackytch
169463,6.5,JimF
169463,5.5,Moose_Head
169463,4.0,JasonSaastad
169463,3.0,Lochi
169652,5.0,Geeken
169713,4.0,crimescene
169713,2.0,himokl
170927,5.0,Squeezel
170927,5.0,Webbe
172414,7.0,Lawrence Hung
172118,7.0,Sethicus
172257,6.0,Scholle76
172257,5.0,oskari
172257,5.0,kathuna
172257,4.5,Hessu68
172257,3.0,oldgoat3769967
172493,8.0,oldgoat3769967
172493,7.0,FRANCONY robin
172493,7.0,dakerr
172493,6.0,Tormenta
172493,6.0,djberg96
172493,6.0,pomazid
172510,7.5,Florian Sohns
172510,7.0,allgaeudiver
172510,6.0,DerSchroeder
172510,6.0,kathuna
172510,2.0,HilkMAN
172550,6.0,fake
172550,6.0,kathuna
172550,6.0,TomVasel
172550,6.0,oldgoat3769967
172550,4.5,alleserik
172550,2.0,Camponotus
172558,7.0,Kweevnidny
172012,8.0,saba2
172012,8.0,HilkMAN
172012,7.5,punkin312
172012,7.0,ddash
172012,6.0,larryjrice
172012,6.0,Lawster
172012,5.0,akapastorguy
172012,5.0,woodnoggin
171385,4.5,Arkeo
171385,4.0,woodnoggin
171211,6.0,OGRussHood
171211,3.0,moramis
171221,7.5,BudsBalkan
171258,5.0,moramis
171258,4.0,JasonSaastad
171369,5.0,gimli043
171369,4.0,HilkMAN
171369,3.5,Hessu68
171369,3.0,barber
171369,3.0,oskari
171369,3.0,kathuna
171411,6.0,richa283
171411,5.5,Hessu68
171411,5.0,kiwols
171411,4.0,Camponotus
171411,4.0,DerSchroeder
171411,4.0,Saxophonist
171411,2.0,Kosmonaut
171411,2.0,kystas
171411,2.0,barber
171494,6.8,dan_alex
171494,6.0,geom79
171494,6.0,kathuna
171494,5.0,ddash
171494,4.0,altair79
171494,3.0,hauwech
171494,3.0,Lawster
171500,6.78,Geeken
171540,7.0,fake
171540,6.5,BebryGamez
171540,6.0,GrzeL
171540,6.0,Hessu68
171540,6.0,Florian Sohns
171540,6.0,punkin312
171579,8.0,TomVasel
171579,7.0,oldgoat3769967
171579,6.9,william4192
176884,6.0,lordyuric
176884,5.0,Inconmon
176884,4.0,Geeken
176884,4.0,akaisamurai001
182193,6.0,ddash
182193,5.0,Yacoff
182193,4.0,TomVasel
182199,4.0,wafflebun
182380,5.5,Hessu68
182380,5.0,Dumas13
182400,4.0,AgentAnderson
182406,7.0,Lawrence Hung
182406,7.0,Rikmaster
182409,7.0,Lawrence Hung
182409,7.0,vindex
182409,7.0,Rikmaster
182409,7.0,manjai
182409,6.0,Blastpop
182410,8.0,marcocim
182410,7.0,Lawrence Hung
182410,7.0,Rikmaster
182410,7.0,Blastpop
182410,6.0,RAVENBURG
182499,8.0,Lawrence Hung
182499,8.0,Walt Mulder
182499,8.0,marcocim
182499,7.0,zaarin7
182499,6.0,natx17
182499,6.0,LOEF
182540,6.0,Moose_Head
182136,5.0,Hessu68
182136,5.0,oldgoat3769967
182135,5.0,Hessu68
181466,7.0,gimli043
181466,7.0,allgaeudiver
181466,4.0,PoisonKiwi
181466,3.0,Motorkopf
181083,7.5,ottobre31
181083,7.0,Tycho
181083,7.0,Walt Mulder
181083,6.0,fake
181083,6.0,Andy Parsons
181089,6.0,PoisonKiwi
181089,4.0,juuzzom
181089,4.0,Hessu68
181153,9.0,fake
181153,8.0,Florian Sohns
181153,6.0,Arkeo
181153,5.0,longblondes
181194,8.0,rayzg
181194,8.0,fake
181194,6.5,Florian Sohns
181194,6.0,gimli043
181194,6.0,kiwols
181194,6.0,kathuna
181194,5.0,Camponotus
181246,6.0,DeviantMagick
181376,7.0,Tycho
181376,6.0,Brisse
181376,6.0,BebryGamez
181376,5.0,fake
181376,5.0,jmdsplotter
181376,5.0,robvw
181376,3.0,moramis
181471,4.3,naarnold
181471,4.0,SeanXor
181471,4.0,Camponotus
181795,8.5,HilkMAN
181866,7.0,wellevorkanagawa
181866,6.0,XcrovaxX
181889,8.0,rseater
181889,7.77,Geeken
181889,6.0,79strat
182634,5.0,fibobs
182634,5.0,johncoxon
182634,4.0,exparrot
182634,3.0,CrazyCod
183777,7.0,Walt Mulder
183777,6.5,Nap16
183777,6.0,Noel Wright
183780,8.0,Rikmaster
183780,7.6,Walt Mulder
183780,7.5,jstalica
183780,7.0,coralsaw
183780,6.5,SDRobot
183780,2.0,Tormenta
183478,7.0,BebryGamez
183868,4.0,scsuhusky75
183874,6.5,punkin312
183874,5.8,fnord23
183874,5.25,jmdsplotter
183874,4.0,akaisamurai001
183874,1.5,richa283
183888,6.0,TomVasel
183888,6.0,SeanXor
183888,5.0,Yacoff
183888,4.0,punkin312
183888,3.0,oldgoat3769967
184108,4.0,crimescene
184108,3.8,naarnold
184108,2.0,himokl
183472,6.5,BudsBalkan
183472,6.0,TomVasel
183472,5.0,Yacoff
183472,4.0,oldgoat3769967
183472,3.0,fake
182736,8.0,ftstevens
182736,7.0,Arkobla Conn
182736,6.66,Geeken
183049,8.5,oldgoat3769967
183049,7.2,Walt Mulder
183049,7.0,rmjordan
183049,5.0,Geeken
183049,5.0,OGRussHood
183049,3.0,xHOLYxSNIPERx
183049,2.5,DeviantMagick
182978,6.5,ReynardCunningfox
182978,5.6,mawihtec
182978,4.0,ShepWRISTS
183197,8.0,Kweevnidny
183197,6.5,hairyarsenal
183197,6.5,EscaperoomAlkmaar
183197,6.0,fibobs
183197,6.0,kathuna
183197,3.0,deathrayoperator
183344,7.0,fake
183344,6.0,kathuna
183346,8.0,kiwols
183346,6.0,fake
183346,6.0,7-Brainbug
183364,3.0,rseater
183404,8.0,BrianJohnHunt
183404,5.0,fibobs
183404,5.0,Boromir1983
183404,5.0,oldgoat3769967
183404,1.5,Geeken
181080,5.0,wellevorkanagawa
181080,4.0,HilkMAN
181080,3.0,ottobre31
181080,2.0,khind
180940,6.0,TomVasel
180940,6.0,oldgoat3769967
178177,6.0,naarnold
178177,5.0,Camponotus
178177,4.0,coralsaw
178229,6.0,vindex
178266,4.44,Geeken
178487,8.0,Julio_Alberto
178487,7.8,Posco
178517,7.0,breakmanynecks
178569,5.0,KingRob
178572,8.0,Walt Mulder
178572,7.0,lroces1969
178572,7.0,PaulLiddle
178572,6.0,bfletcher
178572,5.0,atcho
178595,3.0,rayzg
178933,2.0,Arkeo
178984,7.0,Arkobla Conn
179020,8.0,pascalh
179020,7.0,FRANCONY robin
179020,7.0,pierfederico
179020,7.0,Gareth00Simon
179020,6.0,MAAL
179020,6.0,vindex
179020,5.0,lacm
179124,7.5,Walt Mulder
179124,7.0,coralsaw
179124,6.0,larryjrice
179124,5.5,jmdsplotter
179124,5.0,punkin312
179124,4.0,hauwech
179266,5.0,TomVasel
179266,4.0,oldgoat3769967
179266,3.0,Eric Ridley
179266,3.0,OGRussHood
179266,2.5,DeviantMagick
179304,2.0,Geeken
177868,8.0,oldgoat3769967
177868,6.0,TomVasel
177868,5.0,Yacoff
177868,5.0,hairyarsenal
177002,7.89,Geeken
177002,4.0,SeanXor
177142,8.5,nsevaux
177142,8.0,pierfederico
177142,8.0,lacm
177142,8.0,Andy Parsons
177142,7.0,LOEF
177566,7.0,etherton
177566,7.0,lordyuric
177566,6.25,moramis
177572,7.0,punkin312
177633,5.0,greyapple
177633,3.0,dbarbaglia
177750,7.0,Be4tngU
177807,6.0,Joel2014
177807,5.0,zeker
177807,5.0,kathuna
179320,6.0,Nap16
179320,6.0,rseater
179320,3.0,jmdsplotter
179433,6.5,TomVasel
179433,6.0,CrazyCod
179433,6.0,jbudovec
179433,6.0,oldgoat3769967
179433,4.5,piotrsmu
179433,4.0,wellevorkanagawa
180339,3.0,Geeken
180340,6.0,roptro
180340,5.0,juuzzom
180340,5.0,oskari
180340,5.0,Arkeo
180340,5.0,HilkMAN
180340,5.0,Hessu68
180389,8.0,Ludobus
180389,5.0,kathuna
180389,4.0,oskari
180389,4.0,Hessu68
180389,3.0,Camponotus
180565,7.0,fake
180565,7.0,kiwols
180565,6.0,kathuna
180257,6.0,ej3ae
180257,5.0,krisispm
180257,4.0,Hessu68
180654,1.0,OGRussHood
180740,5.0,william4192
180740,4.0,Thesp
180740,2.0,rayzg
180915,6.0,TomVasel
180915,5.0,Yacoff
180916,7.0,peakhope
180916,7.0,dancingdanslc
180916,5.0,tuckerotl
180210,6.0,TomVasel
180210,5.0,Yacoff
179561,6.8,Shnik
179561,6.0,crimescene
179581,7.9,corkysru
179628,2.5,DeviantMagick
179628,2.0,Arkeo
157254,9.0,Pete Atack
157254,8.0,Cantatta
157294,4.5,jmdsplotter
157352,4.0,Geeken
157352,2.0,AgentAnderson
157364,5.0,ShallowGravy
157364,3.0,Geeken
157395,8.0,charlest
157395,4.44,Geeken
157406,8.0,rod3556lhs
157528,9.0,pascalh
157528,8.0,Tormenta
157528,8.0,uscaucasus
157528,7.5,LOEF
157581,5.6,naarnold
157581,3.0,oldgoat3769967
157581,1.0,GeorgeOP
157581,1.0,KingRob
157675,8.0,jancis
157675,7.0,BebryGamez
157675,7.0,rotilio
157675,4.5,Hessu68
157942,2.0,Geeken
157973,3.0,rseater
157995,5.5,Hessu68
157995,4.0,rseater
158053,5.0,lordyuric
158053,5.0,csugioka
158053,4.0,Geeken
158163,3.0,diock20
157061,2.0,GrzeL
157053,4.0,Geeken
156461,4.0,Shnik
156461,4.0,Hessu68
156113,6.0,Geeken
156118,4.5,mcpranno
156118,4.0,Geeken
156430,5.5,Hessu68
156430,3.0,oskari
157002,9.0,marcocim
157002,7.7,Walt Mulder
157002,5.0,dancingdanslc
157002,3.0,diock20
156927,7.5,general hoth
156927,6.8,Walt Mulder
156927,4.0,Geeken
156927,4.0,william4192
156927,2.0,cbazler
159410,5.0,TomVasel
159410,3.0,Geeken
159501,7.0,Lawrence Hung
159501,7.0,rmjordan
159501,6.5,mcpranno
159501,6.0,Odinatos
159501,5.6,naarnold
159501,5.0,jmdsplotter
159570,8.0,fake
159570,7.0,dengue
159570,6.2,ottobre31
159570,5.0,kathuna
159570,3.5,Hessu68
159858,3.0,Geeken
159858,3.0,DeviantMagick
160273,2.0,Geeken
160353,7.0,Slevin678
160353,6.0,Nap16
160353,4.0,Geeken
160406,6.5,Nap16
160406,6.0,kuma133
160406,6.0,oldgoat3769967
160406,4.0,TomVasel
160406,2.0,Geeken
160420,5.25,jmdsplotter
160470,7.0,ifalunch
160494,8.0,airjudden
160494,8.0,nighttrain54
160494,7.0,RAVENBURG
160494,6.5,Prinz Jaggar
160494,6.0,jhdeerslayer
160494,6.0,xrubio
160494,5.0,Pete Atack
160494,5.0,Khexhu
160494,2.0,yetima
159384,7.5,Walt Mulder
159384,7.0,ottobre31
159384,7.0,khronosTdG
158495,8.0,HilkMAN
158495,7.5,punkin312
158495,6.25,jmdsplotter
158495,4.0,akapastorguy
159160,7.0,grimsmirk
159160,6.0,ankhx
159160,5.0,breakmanynecks
158947,6.0,Sintonic
158947,5.0,Geeken
158947,4.5,dbarbaglia
158947,4.0,eddy_sterckx
158947,3.0,Rollon_Stonecrusher
158947,2.5,Arkeo
158967,6.0,TomVasel
158967,6.0,akaisamurai001
158967,6.0,oldgoat3769967
158967,5.5,jmdsplotter
158967,5.0,punkin312
158967,4.0,moramis
159041,7.2,Walt Mulder
155994,1.0,Geeken
153478,6.0,DerSchroeder
153484,7.0,OGRussHood
153484,6.5,TomVasel
153484,5.0,oldgoat3769967
153486,8.0,larryjrice
153486,7.0,oskari
153486,6.5,moramis
153486,6.5,punkin312
153486,6.0,juuzzom
153486,6.0,jmdsplotter
153486,6.0,etherton
153486,5.5,Hessu68
153486,5.0,Lawster
153486,4.0,peakhope
153501,8.0,fake
153501,8.0,Florian Sohns
153501,6.0,juuzzom
153501,5.0,Hessu68
153501,4.0,barber
153501,4.0,kystas
153501,4.0,oskari
153710,6.0,TomVasel
153710,5.0,boxoftricks_13
153710,5.0,wa11eye
153710,5.0,AngryRedhead
153710,4.0,oldgoat3769967
153811,5.0,ddash
153811,2.0,Geeken
153916,7.0,stickbomb
153916,6.0,rmjordan
153916,6.0,ankhx
153980,5.0,CetchFury
153987,7.0,pierfederico
153987,7.0,pascalh
153987,6.0,FRANCONY robin
153987,6.0,vindex
153380,3.0,Geeken
152824,6.0,JackTorrance
152286,8.0,Mark1130
152286,6.66,Geeken
152615,1.0,OGRussHood
152822,5.0,VaultBoy
152822,4.0,oldgoat3769967
152848,8.0,BrianJohnHunt
152848,6.0,oceanodeuegos
152848,6.0,Arkeo
153372,8.0,PzVIE
153372,4.0,fake
153372,4.0,Docrene
153372,3.0,Jan Torf
152985,8.0,fake
152985,7.0,Largovos
152985,5.5,hauwech
152985,5.0,Docrene
153038,6.66,Geeken
153038,6.0,softfairy
153038,5.0,TomVasel
153038,5.0,khronosTdG
153038,5.0,oldgoat3769967
153038,4.0,mcpranno
153038,3.0,william4192
153056,7.0,Lawrence Hung
153056,7.0,marcocim
153056,7.0,pierfederico
153056,7.0,Gareth00Simon
153056,7.0,Nap16
153056,7.0,Molly may
153107,6.5,Bixby
153107,3.0,Geeken
153168,8.0,fake
153168,7.0,pietlavens
153168,6.0,Raldake
153168,6.0,kiwols
153168,6.0,kathuna
153168,5.5,Florian Sohns
153168,5.0,hauwech
153368,8.0,pascalh
153368,7.0,pierfederico
153368,6.0,vindex
153368,5.0,FRANCONY robin
154022,5.0,breakmanynecks
154022,3.0,Geeken
155412,9.0,marcocim
155412,8.0,Lawrence Hung
155412,8.0,masama
155412,7.0,Rikmaster
155412,5.0,breakmanynecks
155412,2.5,Pete Atack
155327,4.0,khind
155327,4.0,JimF
155327,3.0,exparrot
155327,1.0,wellevorkanagawa
155414,7.0,Molly may
155414,6.0,pierfederico
154889,5.0,Adidas02
155577,6.8,dan_alex
155577,6.5,nikkapo
155582,1.0,Prometeo
155582,1.0,GeorgeOP
155745,6.0,alanB
155745,5.5,jmdsplotter
155877,6.0,breakmanynecks
155912,3.8,naarnold
155912,2.0,himokl
155943,6.5,rayzg
154180,6.0,Hessu68
154180,6.0,Lawster
154180,6.0,kathuna
154180,5.0,DerSchroeder
154180,5.0,boxoftricks_13
154243,6.0,TomVasel
154243,5.0,Yacoff
154243,5.0,oldgoat3769967
154244,8.0,Julio_Alberto
154244,6.0,PMartinezR
154244,5.0,natx17
154244,4.0,william4192
154244,2.0,guspan
154274,7.0,fake
154274,7.0,Florian Sohns
154274,7.0,khind
154274,7.0,Mobby
154274,6.0,oldgoat3769967
154281,6.0,TomVasel
154281,5.0,oldgoat3769967
154281,4.44,Geeken
154281,3.0,rseater
154307,8.0,Cantatta
154307,8.0,breakmanynecks
154307,8.0,Pola
154307,7.0,t80u
154307,6.0,Boromir1983
154307,5.0,himokl
154327,5.0,Geeken
154327,4.75,jmdsplotter
154482,3.0,Geeken
154585,7.0,fake
154585,6.0,DerSchroeder
154585,6.0,wellevorkanagawa
154585,5.0,Peerchen
154585,5.0,Geeken
154585,5.0,boxoftricks_13
154585,5.0,jogosdomundo
154721,7.0,TomVasel
154721,6.0,rotilio
154721,4.0,eddy_sterckx
154721,3.0,fake
160545,3.0,Geeken
160545,2.0,pezboy
165926,1.0,halbert82
165946,7.5,Rikmaster
165946,7.0,Lawrence Hung
165946,6.0,marcocim
165999,6.0,kathuna
165999,4.0,Hessu68
166156,7.5,dontylw
166156,4.0,rotilio
166156,3.0,Geeken
166183,7.0,fake
166183,7.0,theorycraftist
166183,6.0,punkin312
166183,4.0,Savage_Collection
166183,3.5,DeviantMagick
166183,1.0,rseater
166215,8.0,larryjrice
166215,7.0,rayzg
166215,5.5,jmdsplotter
166215,4.0,ddash
166300,1.5,Geeken
166333,6.5,dbarbaglia
166333,6.0,khronosTdG
166371,4.0,Geeken
166390,6.0,Tycho
166390,5.0,Arkeo
166390,5.0,dbarbaglia
166390,4.0,juuzzom
166390,4.0,Hessu68
166390,4.0,kneumann
166390,4.0,akapastorguy
166390,3.0,Desert_Witch
166443,8.0,Boromir1983
166443,7.0,PzVIE
166443,6.0,TomVasel
166509,8.0,jancis
166509,7.0,pietlavens
166509,5.0,juuzzom
166509,5.0,Hessu68
166509,5.0,TomVasel
166509,4.0,jean27
166509,3.0,briandquinn
166510,6.5,kwanchai
166510,6.0,TomVasel
166510,4.0,oldgoat3769967
166537,6.0,fiorevita
166537,5.5,Nap16
166537,3.0,Geeken
166537,3.0,william4192
166567,6.1,naarnold
165888,5.0,TomVasel
165888,5.0,oldgoat3769967
165828,6.66,Geeken
165828,5.0,Yacoff
165828,4.0,Tzitzimime
165828,3.0,TomVasel
165584,8.0,geom79
165584,7.0,fake
165584,6.0,Mobby
165584,5.0,DerSchroeder
165584,5.0,ddash
165584,5.0,kathuna
165584,5.0,gonzo104
165584,4.0,punkin312
165584,4.0,akapastorguy
165417,8.0,Kvothe_the_bloodless
165417,8.0,Pedro777
165417,6.5,EscaperoomAlkmaar
165417,6.0,mroozz
165417,6.0,Mark1130
165417,5.0,juuzzom
165417,5.0,Hessu68
165417,5.0,dilago
165417,4.0,Geeken
165417,1.5,cbazler
165470,7.0,Sandrgia
165470,6.0,DerSchroeder
165470,5.0,kathuna
165470,4.0,TaliaIsabelle
165470,4.0,hauwech
165470,4.0,kneumann
165470,4.0,saba2
165471,7.0,kneumann
165471,6.0,TaliaIsabelle
165471,6.0,burzykovski
165471,6.0,kathuna
165471,5.0,GrzeL
165557,7.0,Ghostlex
165557,5.0,kathuna
165578,7.0,Hessu68
165578,5.0,jmdsplotter
165578,3.0,fake
165585,8.0,richa283
165585,7.0,kiwols
165585,6.0,DerSchroeder
165585,6.0,ddash
165585,5.0,Mobby
165585,5.0,kathuna
165585,4.0,hauwech
165627,8.0,khind
165627,5.0,jmdsplotter
165640,5.0,Michael Becker
165640,2.0,Geeken
165651,6.0,vanphanel
165651,4.0,fake
165694,10.0,FunkyBlue
165711,6.0,fake
165711,5.3,nikkapo
165711,5.0,Hessu68
165743,6.0,punkin312
166764,8.0,fake
166764,6.5,Florian Sohns
166764,6.0,kathuna
166764,5.0,Arkeo
166764,5.0,Hessu68
168220,6.5,Janon
167850,5.0,DerSchroeder
167850,5.0,kathuna
167850,3.5,Hessu68
167850,3.0,juuzzom
168005,7.0,fake
168005,5.0,Peter The Rat
168005,4.5,Geeken
168005,4.0,BudsBalkan
168005,1.0,Joel2014
168055,5.0,Geeken
168055,3.0,VaultBoy
168174,6.0,crimescene
168174,5.0,TaliaIsabelle
168174,4.0,Kartigan
168390,4.0,Orcoteuthis
168429,7.0,kystas
168436,7.0,TomVasel
168436,6.0,BebryGamez
168535,7.0,punkin312
168535,6.0,juuzzom
168535,6.0,Hessu68
168535,6.0,DerSchroeder
168535,6.0,gonzo104
168535,6.0,kathuna
168535,5.0,Koert
168535,5.0,Camponotus
167787,7.0,HilkMAN
166927,7.0,fake
166927,6.0,akapastorguy
166927,6.0,Arkeo
166927,6.0,Bixby
166927,6.0,kathuna
166927,4.0,william4192
166977,4.0,HappyHexagon
167349,8.0,oceanodeuegos
167349,6.0,Bryan_Fury
167465,5.0,GeorgeOP
167465,2.0,rseater
167465,2.0,GabrielleReads
167466,7.0,bol2ry
167466,6.0,Kroupflecken
167466,6.0,Motorkopf
167466,6.0,DerSchroeder
167466,6.0,macfix
167466,6.0,Mobby
167466,6.0,gonzo104
167466,6.0,ddash
167466,6.0,kathuna
167466,5.0,Florian Sohns
167466,4.0,hauwech
167466,4.0,superbini
167505,6.5,TomVasel
167505,5.0,Yacoff
167505,3.0,oldgoat3769967
167505,1.0,Khexhu
167505,1.0,OGRussHood
167552,6.5,punkin312
167552,6.0,Hessu68
167552,6.0,JasonSaastad
167580,8.0,FRANCONY robin
167580,7.0,pascalh
167580,7.0,Lawrence Hung
167580,7.0,smacphee
167590,7.0,ShepWRISTS
167590,6.0,mawihtec
167590,5.0,obsidian81
167590,2.0,exparrot
167590,1.0,acooper1004
167590,1.0,Bigshowfan
165208,6.0,Camponotus
165208,5.0,fake
165208,5.0,Arkeo
165208,4.0,Motorkopf
165208,3.5,Hessu68
165190,8.0,BebryGamez
165190,7.0,Saigetsu
165190,6.0,fake
165190,5.0,Hessu68
161869,9.12,corkysru
161869,8.0,fake
161869,6.0,Adidas02
161869,4.5,Hessu68
161881,6.0,meduvea07
162022,7.6,naarnold
162022,7.0,Hessu68
162070,6.0,Orphebus
162070,5.0,oceanodeuegos
162070,5.0,Lochi
162141,8.0,RyanThibault
162141,7.0,Tycho
162141,6.5,dbarbaglia
162141,6.0,larryjrice
162141,5.0,etherton
162141,4.0,moramis
162571,5.0,Abiteacher
162571,4.5,SeanXor
162571,4.0,Geeken
162571,3.0,TomVasel
162571,2.0,GeorgeOP
162680,8.0,Rikmaster
162680,7.0,nanobastaddo
162680,6.0,nsevaux
162680,5.5,mirsik
162680,5.0,breakmanynecks
162727,5.75,jmdsplotter
162727,5.5,prd1982
162727,5.0,roberious
162727,4.0,cfarrell
162727,4.0,RAVENBURG
162727,3.0,fake
161765,9.0,moramis
161765,7.77,Geeken
160658,4.0,himokl
